"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
1.54246e+00,7.21113e-02,-7.33810e-19,4.29969e+01,5.70877e+00,1.33263e+00,1.00000e+00
3.35607e+00,2.32589e-01,-4.03130e-18,3.50246e+01,9.00877e+00,1.33263e+00,1.00000e+00
3.41532e+00,5.90417e-01,6.27200e-18,3.15878e+01,1.12088e+01,1.33263e+00,1.00000e+00
3.28997e+00,-4.49330e-01,1.80443e-18,2.82649e+01,1.34088e+01,1.33263e+00,1.00000e+00
4.39330e+00,-5.20446e-02,5.05939e-20,7.48032e-01,2.20100e+01,1.20117e+00,1.00000e+00
3.68022e+00,-2.84589e-01,4.23834e-18,3.73513e+01,7.27301e+00,1.60344e+00,1.00000e+00
3.43181e+00,-1.76039e-01,2.17593e-18,3.59466e+01,9.47301e+00,1.60344e+00,1.00000e+00
4.23809e+00,2.70405e-01,-1.18953e-18,2.97158e+01,1.16730e+01,1.60344e+00,1.00000e+00
3.58895e+00,-1.79679e-01,1.29351e-18,2.84483e+01,1.38730e+01,1.60344e+00,1.00000e+00
2.98744e+00,6.36674e-01,-7.73562e-18,4.40946e+01,1.77302e+00,1.60344e+00,1.00000e+00
1.68648e+00,1.16006e+00,4.96679e-19,4.75168e+01,7.95308e-01,1.43175e+00,1.00000e+00
1.11696e+00,6.33779e-01,-1.94429e-17,4.78343e+01,6.77101e-01,1.56737e+00,1.00000e+00
4.64678e+00,-4.43481e-02,-3.66120e-19,1.41021e+00,2.18899e+01,1.41706e+00,1.00000e+00
9.04555e-01,7.61427e-01,2.76417e-17,4.81545e+01,4.24670e-01,1.30589e+00,1.00000e+00
3.93285e+00,2.49602e-01,-1.70254e-18,1.94701e+01,1.82729e+01,1.60193e+00,1.00000e+00
4.98805e+00,3.08884e-01,0.00000e+00,1.14299e+01,1.93729e+01,1.60193e+00,1.00000e+00
2.90823e+00,3.91971e-01,2.30810e-18,4.11483e+01,6.17291e+00,1.60193e+00,1.00000e+00
4.34289e+00,-1.33170e-01,8.51935e-19,2.04595e+01,1.71729e+01,1.60192e+00,1.00000e+00
2.77639e+00,-1.44635e-01,-3.53450e-18,4.20231e+01,5.07291e+00,1.60192e+00,1.00000e+00
7.11651e-01,3.68305e-01,-1.18425e-18,4.26669e+00,2.12207e+01,8.80375e-01,1.00000e+00
4.91384e+00,-4.62846e-02,-1.33345e-19,1.70207e+00,2.18120e+01,1.55327e+00,1.00000e+00
4.27436e-01,8.47373e-01,2.15676e-17,4.74033e+01,6.48631e-01,6.91806e-01,1.00000e+00
2.64109e-01,8.08339e-01,3.75190e-17,4.48746e+01,1.41842e+00,8.19147e-01,1.00000e+00
6.09790e-01,2.60347e-01,-2.75888e-17,2.89121e+01,1.35170e+01,8.36030e-01,1.00000e+00
4.02206e-01,6.17084e-01,0.00000e+00,3.08004e+01,1.13170e+01,8.36030e-01,1.00000e+00
7.20064e-01,2.51943e-01,4.49567e-17,4.23836e+01,4.71701e+00,8.36030e-01,1.00000e+00
